Comment_ID,Comment_Text,Toxicity_Label,Clean,Toxic,Severe_Toxic,Threat,Identity_Attack,Toxicity_Score,Comment_Length,Word_Count,Platform,Topic,Moderation_Priority,Language
COM008023,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.677,52,9,News Comments,Entertainment,High,English
COM008024,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.191,61,9,Blog,Gaming,High,English
COM008025,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.026,52,8,Social Media,Technology,High,English
COM008026,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.489,39,6,Forum,Education,Medium,English
COM008027,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.145,52,8,Blog,Entertainment,Medium,English
COM008028,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.141,61,9,Blog,Entertainment,Medium,English
COM008029,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.127,60,8,Forum,Technology,Low,English
COM008030,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.62,44,7,Social Media,Sports,High,English
COM008031,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.017,60,8,Forum,Politics,High,English
COM008032,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.65,52,9,Forum,Gaming,High,English
COM008033,The comment is extremely hostile and violates community standards.,Severe_Toxic,0,1,1,0,0,0.928,66,9,Social Media,Gaming,High,English
COM008034,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.032,60,8,Forum,Technology,Low,English
COM008035,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.598,39,6,Community Chat,Politics,High,English
COM008036,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.153,52,8,Community Chat,Entertainment,High,English
COM008037,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.111,61,9,Social Media,Technology,High,English
COM008038,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.007,58,9,News Comments,Sports,High,English
COM008039,This message includes threatening language and should be reviewed.,Threat,0,1,0,1,0,0.849,66,9,News Comments,Education,Low,English
COM008040,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.563,39,6,Social Media,Education,High,English
COM008041,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.015,58,9,Community Chat,Sports,High,English
COM008042,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.725,52,7,Community Chat,Education,High,English
COM008043,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.188,61,9,Forum,Gaming,High,English
COM008044,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.643,39,6,Social Media,Gaming,Medium,English
COM008045,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.828,60,8,Community Chat,Politics,Medium,English
COM008046,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.683,52,7,Community Chat,Technology,Low,English
COM008047,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.496,39,6,Community Chat,Sports,High,English
COM008048,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.61,44,7,Social Media,Education,High,English
COM008049,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.727,52,9,Blog,Gaming,High,English
COM008050,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.119,60,8,Blog,Education,Medium,English
COM008051,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.028,61,9,Forum,Gaming,High,English
COM008052,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.721,39,6,Forum,Sports,Medium,English
COM008053,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.144,61,9,Social Media,Entertainment,Medium,English
COM008054,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.002,61,9,Social Media,Sports,Low,English
COM008055,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.145,58,9,Forum,Technology,High,English
COM008056,The comment is extremely hostile and violates community standards.,Severe_Toxic,0,1,1,0,0,0.772,66,9,News Comments,Education,High,English
COM008057,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.848,60,8,Social Media,Education,High,English
COM008058,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.031,52,8,Blog,Sports,High,English
COM008059,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.052,60,8,Community Chat,Education,Low,English
COM008060,This reply includes intense personal abuse and harmful wording.,Severe_Toxic,0,1,1,0,0,0.943,63,9,Blog,Education,High,English
COM008061,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.079,60,8,Blog,Technology,Medium,English
COM008062,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.089,60,8,Social Media,Technology,High,English
COM008063,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.105,61,9,Blog,Education,Medium,English
COM008064,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.132,58,9,Social Media,Education,Medium,English
COM008065,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.153,58,9,Social Media,Entertainment,Low,English
COM008066,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.049,52,8,News Comments,Sports,Medium,English
COM008067,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.533,52,7,Community Chat,Technology,High,English
COM008068,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.111,52,8,Blog,Gaming,Low,English
COM008069,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.097,61,9,News Comments,Technology,Medium,English
COM008070,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.142,52,8,News Comments,Entertainment,High,English
COM008071,This message contains severe abusive language and should be removed.,Severe_Toxic,0,1,1,0,0,0.75,68,10,News Comments,Sports,Medium,English
COM008072,This reply includes intense personal abuse and harmful wording.,Severe_Toxic,0,1,1,0,0,0.938,63,9,Blog,Technology,Low,English
COM008073,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.7,52,9,News Comments,Education,Medium,English
COM008074,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.148,61,9,Social Media,Sports,Low,English
COM008075,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.019,61,9,Social Media,Technology,Low,English
COM008076,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.013,58,9,Social Media,Entertainment,Low,English
COM008077,This reply includes intense personal abuse and harmful wording.,Severe_Toxic,0,1,1,0,0,0.785,63,9,Social Media,Politics,High,English
COM008078,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.112,60,8,Blog,Sports,High,English
COM008079,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.605,52,9,Community Chat,Technology,Medium,English
COM008080,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.487,39,6,Forum,Politics,Medium,English
COM008081,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.478,44,7,Forum,Sports,High,English
COM008082,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.126,61,9,Forum,Education,High,English
COM008083,This message contains severe abusive language and should be removed.,Severe_Toxic,0,1,1,0,0,0.896,68,10,Social Media,Education,Low,English
COM008084,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.007,61,9,News Comments,Sports,Medium,English
COM008085,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.088,60,8,Forum,Education,Medium,English
COM008086,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.051,58,9,Community Chat,Politics,Low,English
COM008087,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.054,60,8,Social Media,Technology,Medium,English
COM008088,The comment is extremely hostile and violates community standards.,Severe_Toxic,0,1,1,0,0,0.9,66,9,Blog,Education,Medium,English
COM008089,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.146,58,9,Blog,Entertainment,Low,English
COM008090,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.503,44,7,Forum,Politics,Medium,English
COM008091,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.009,52,8,Blog,Entertainment,High,English
COM008092,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.005,58,9,Social Media,Entertainment,Medium,English
COM008093,The comment is extremely hostile and violates community standards.,Severe_Toxic,0,1,1,0,0,0.907,66,9,News Comments,Sports,High,English
COM008094,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.798,60,8,Community Chat,Entertainment,Medium,English
COM008095,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.191,52,8,Forum,Technology,High,English
COM008096,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.168,58,9,Forum,Technology,High,English
COM008097,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.646,52,7,Forum,Gaming,Low,English
COM008098,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.125,60,8,Social Media,Entertainment,Low,English
COM008099,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.574,44,7,Blog,Politics,High,English
COM008100,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.754,60,8,Community Chat,Education,High,English
COM008101,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.039,58,9,Community Chat,Gaming,Low,English
COM008102,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.596,44,7,Social Media,Sports,Low,English
COM008103,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.077,60,8,Blog,Sports,High,English
COM008104,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.605,52,9,Social Media,Education,Low,English
COM008105,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.024,58,9,Community Chat,Politics,High,English
COM008106,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.712,39,6,Social Media,Technology,Low,English
COM008107,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.005,58,9,Community Chat,Education,Low,English
COM008108,This reply includes discriminatory language and needs review.,Identity_Attack,0,1,0,0,1,0.745,61,8,Forum,Politics,Medium,English
COM008109,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.033,60,8,Community Chat,Entertainment,Low,English
COM008110,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.13,61,9,Social Media,Technology,Medium,English
COM008111,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.197,61,9,Forum,Gaming,Medium,English
COM008112,This message includes threatening language and should be reviewed.,Threat,0,1,0,1,0,0.793,66,9,Social Media,Politics,Medium,English
COM008113,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.894,60,8,Social Media,Politics,Medium,English
COM008114,The comment is extremely hostile and violates community standards.,Severe_Toxic,0,1,1,0,0,0.9,66,9,Blog,Gaming,Medium,English
COM008115,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.011,58,9,News Comments,Education,Medium,English
COM008116,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.816,60,8,Social Media,Politics,Medium,English
COM008117,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.083,61,9,Forum,Education,High,English
COM008118,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.554,44,7,News Comments,Entertainment,High,English
COM008119,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.041,58,9,Forum,Sports,High,English
COM008120,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.187,60,8,Social Media,Sports,Medium,English
COM008121,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.456,52,7,Community Chat,Technology,Low,English
COM008122,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.552,44,7,Forum,Entertainment,Medium,English
COM008123,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.54,44,7,Social Media,Sports,Medium,English
COM008124,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.504,39,6,News Comments,Entertainment,Medium,English
COM008125,This reply includes discriminatory language and needs review.,Identity_Attack,0,1,0,0,1,0.895,61,8,Blog,Technology,Low,English
COM008126,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.71,44,7,Social Media,Gaming,High,English
COM008127,This comment attacks someone based on identity and should be moderated.,Identity_Attack,0,1,0,0,1,0.729,71,11,Blog,Technology,Medium,English
COM008128,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.061,60,8,Social Media,Sports,Medium,English
COM008129,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.517,39,6,Blog,Gaming,Medium,English
COM008130,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.942,60,8,Community Chat,Technology,Low,English
COM008131,The message targets a group unfairly and violates community rules.,Identity_Attack,0,1,0,0,1,0.889,66,10,Social Media,Education,Low,English
COM008132,This message includes threatening language and should be reviewed.,Threat,0,1,0,1,0,0.831,66,9,News Comments,Gaming,Medium,English
COM008133,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.164,60,8,Social Media,Gaming,High,English
COM008134,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.617,52,7,Community Chat,Entertainment,Low,English
COM008135,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.027,58,9,Social Media,Education,Medium,English
COM008136,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.011,52,8,Forum,Gaming,Medium,English
COM008137,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.143,52,8,Blog,Sports,Low,English
COM008138,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.133,60,8,Forum,Politics,High,English
COM008139,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.676,44,7,News Comments,Politics,High,English
COM008140,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.179,61,9,News Comments,Entertainment,High,English
COM008141,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.099,58,9,Social Media,Technology,High,English
COM008142,This reply contains a threat-like statement and is unsafe.,Threat,0,1,0,1,0,0.855,58,9,Blog,Politics,Medium,English
COM008143,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.507,44,7,News Comments,Sports,Low,English
COM008144,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.192,61,9,Blog,Entertainment,Medium,English
COM008145,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.119,60,8,News Comments,Entertainment,Low,English
COM008146,This comment attacks someone based on identity and should be moderated.,Identity_Attack,0,1,0,0,1,0.777,71,11,Social Media,Politics,High,English
COM008147,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.108,58,9,Social Media,Entertainment,Low,English
COM008148,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.024,61,9,Social Media,Sports,Low,English
COM008149,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.564,52,9,News Comments,Entertainment,Medium,English
COM008150,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.056,60,8,News Comments,Technology,Medium,English
COM008151,The message targets a group unfairly and violates community rules.,Identity_Attack,0,1,0,0,1,0.877,66,10,News Comments,Sports,Low,English
COM008152,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.466,39,6,Community Chat,Technology,Low,English
COM008153,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.041,60,8,Forum,Technology,Medium,English
COM008154,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.555,44,7,Blog,Politics,Medium,English
COM008155,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.135,60,8,Community Chat,Education,Low,English
COM008156,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.026,61,9,Social Media,Technology,Low,English
COM008157,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.186,52,8,Social Media,Politics,Medium,English
COM008158,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.146,60,8,News Comments,Technology,Medium,English
COM008159,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.058,58,9,News Comments,Technology,Low,English
COM008160,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.563,39,6,Social Media,Politics,High,English
COM008161,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.129,52,8,Community Chat,Gaming,Low,English
COM008162,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.07,58,9,Community Chat,Education,Low,English
COM008163,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.147,52,8,Community Chat,Gaming,Medium,English
COM008164,This message contains severe abusive language and should be removed.,Severe_Toxic,0,1,1,0,0,0.811,68,10,Social Media,Education,High,English
COM008165,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.66,52,7,Social Media,Technology,Medium,English
COM008166,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.045,61,9,Social Media,Technology,High,English
COM008167,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.637,52,7,Blog,Politics,High,English
COM008168,This reply includes intense personal abuse and harmful wording.,Severe_Toxic,0,1,1,0,0,0.819,63,9,Social Media,Technology,Medium,English
COM008169,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.137,58,9,Social Media,Technology,High,English
COM008170,The message targets a group unfairly and violates community rules.,Identity_Attack,0,1,0,0,1,0.678,66,10,Community Chat,Entertainment,Medium,English
COM008171,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.114,52,8,Social Media,Entertainment,Medium,English
COM008172,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.579,52,7,Social Media,Sports,High,English
COM008173,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.693,52,7,News Comments,Sports,Medium,English
COM008174,The message targets a group unfairly and violates community rules.,Identity_Attack,0,1,0,0,1,0.883,66,10,Community Chat,Sports,Medium,English
COM008175,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.193,60,8,Blog,Politics,High,English
COM008176,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.083,52,8,Forum,Gaming,Medium,English
COM008177,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.146,61,9,Forum,Sports,Medium,English
COM008178,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.099,60,8,Forum,Gaming,Medium,English
COM008179,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.126,58,9,News Comments,Politics,Low,English
COM008180,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.024,58,9,Blog,Gaming,Medium,English
COM008181,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.046,52,8,Social Media,Technology,High,English
COM008182,This reply includes intense personal abuse and harmful wording.,Severe_Toxic,0,1,1,0,0,0.763,63,9,Community Chat,Sports,Low,English
COM008183,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.6,52,9,Social Media,Technology,Low,English
COM008184,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.133,52,8,Blog,Technology,Medium,English
COM008185,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.098,60,8,Forum,Technology,High,English
COM008186,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.154,52,8,News Comments,Technology,Low,English
COM008187,The message targets a group unfairly and violates community rules.,Identity_Attack,0,1,0,0,1,0.83,66,10,News Comments,Politics,Low,English
COM008188,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.633,52,7,Forum,Education,Low,English
COM008189,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.548,52,9,Community Chat,Technology,High,English
COM008190,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.023,61,9,Community Chat,Technology,Low,English
COM008191,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.075,61,9,Blog,Sports,Medium,English
COM008192,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.021,58,9,Blog,Gaming,Low,English
COM008193,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.025,60,8,Blog,Gaming,High,English
COM008194,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.174,58,9,Forum,Entertainment,Low,English
COM008195,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.124,58,9,News Comments,Politics,Medium,English
COM008196,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.622,52,9,News Comments,Education,High,English
COM008197,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.548,52,9,Blog,Politics,Low,English
COM008198,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.525,52,7,Forum,Technology,Medium,English
COM008199,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.576,39,6,News Comments,Politics,High,English
COM008200,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.538,52,9,Forum,Technology,Medium,English
COM008201,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.181,58,9,Community Chat,Technology,Low,English
COM008202,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.011,61,9,Community Chat,Politics,High,English
COM008203,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.191,58,9,Forum,Technology,Low,English
COM008204,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.054,52,8,Community Chat,Technology,Medium,English
COM008205,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.061,61,9,Blog,Entertainment,Medium,English
COM008206,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.051,61,9,News Comments,Technology,Low,English
COM008207,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.158,61,9,News Comments,Technology,Medium,English
COM008208,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.089,52,8,Community Chat,Education,Low,English
COM008209,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.133,61,9,Community Chat,Education,Low,English
COM008210,The comment is extremely hostile and violates community standards.,Severe_Toxic,0,1,1,0,0,0.91,66,9,Forum,Technology,Low,English
COM008211,This message contains severe abusive language and should be removed.,Severe_Toxic,0,1,1,0,0,0.872,68,10,Forum,Gaming,Medium,English
COM008212,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.02,52,8,Blog,Education,High,English
COM008213,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.111,52,8,Blog,Technology,High,English
COM008214,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.196,58,9,News Comments,Sports,High,English
COM008215,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.174,58,9,Blog,Politics,Low,English
COM008216,This reply contains a threat-like statement and is unsafe.,Threat,0,1,0,1,0,0.801,58,9,Community Chat,Technology,Low,English
COM008217,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.139,52,8,Forum,Education,Low,English
COM008218,This reply contains a threat-like statement and is unsafe.,Threat,0,1,0,1,0,0.905,58,9,Blog,Technology,High,English
COM008219,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.196,52,8,Forum,Technology,High,English
COM008220,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.024,52,8,Community Chat,Gaming,Low,English
COM008221,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.024,58,9,Social Media,Sports,Low,English
COM008222,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.171,60,8,Social Media,Gaming,Low,English
COM008223,This comment attacks someone based on identity and should be moderated.,Identity_Attack,0,1,0,0,1,0.78,71,11,Community Chat,Gaming,High,English
COM008224,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.158,60,8,Community Chat,Entertainment,Low,English
COM008225,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.15,58,9,News Comments,Education,High,English
COM008226,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.197,60,8,News Comments,Politics,Low,English
COM008227,This message contains severe abusive language and should be removed.,Severe_Toxic,0,1,1,0,0,0.939,68,10,News Comments,Entertainment,Low,English
COM008228,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.125,61,9,Community Chat,Entertainment,High,English
COM008229,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.527,44,7,Forum,Education,Medium,English
COM008230,This article provides useful information and clear examples.,Clean,1,0,0,0,0,0.094,60,8,Social Media,Sports,Low,English
COM008231,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.814,60,8,Community Chat,Entertainment,High,English
COM008232,This reply includes intense personal abuse and harmful wording.,Severe_Toxic,0,1,1,0,0,0.877,63,9,Blog,Politics,Low,English
COM008233,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.023,58,9,News Comments,Technology,Low,English
COM008234,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.124,61,9,Blog,Sports,High,English
COM008235,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.002,58,9,Forum,Technology,Medium,English
COM008236,I appreciate your explanation and the discussion was helpful.,Clean,1,0,0,0,0,0.039,61,9,Blog,Entertainment,Low,English
COM008237,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.538,44,7,Social Media,Politics,Low,English
COM008238,This reply includes intense personal abuse and harmful wording.,Severe_Toxic,0,1,1,0,0,0.798,63,9,Blog,Entertainment,High,English
COM008239,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.121,58,9,Social Media,Technology,Medium,English
COM008240,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.613,39,6,Forum,Sports,Medium,English
COM008241,This reply includes discriminatory language and needs review.,Identity_Attack,0,1,0,0,1,0.788,61,8,Blog,Gaming,High,English
COM008242,Your message is unnecessarily hostile and offensive.,Toxic,0,1,0,0,0,0.478,52,7,Forum,Technology,Medium,English
COM008243,That response is aggressive and not helpful.,Toxic,0,1,0,0,0,0.722,44,7,Forum,Gaming,Medium,English
COM008244,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.024,52,8,Community Chat,Sports,Medium,English
COM008245,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.153,58,9,Community Chat,Gaming,High,English
COM008246,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.073,58,9,Forum,Sports,Medium,English
COM008247,This comment is rude and disrespectful.,Toxic,0,1,0,0,0,0.693,39,6,Community Chat,Sports,Low,English
COM008248,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.089,52,8,Community Chat,Entertainment,High,English
COM008249,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.135,58,9,News Comments,Education,Low,English
COM008250,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.185,58,9,Social Media,Education,Low,English
COM008251,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.085,58,9,Blog,Education,Low,English
COM008252,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.006,52,8,Forum,Entertainment,High,English
COM008253,This reply contains a threat-like statement and is unsafe.,Threat,0,1,0,1,0,0.831,58,9,Community Chat,Entertainment,Low,English
COM008254,The comment suggests harm and requires immediate moderation.,Threat,0,1,0,1,0,0.782,60,8,Social Media,Entertainment,Low,English
COM008255,This reply includes intense personal abuse and harmful wording.,Severe_Toxic,0,1,1,0,0,0.839,63,9,News Comments,Sports,Low,English
COM008256,The tone of this message is toxic and inappropriate.,Toxic,0,1,0,0,0,0.634,52,9,Forum,Gaming,High,English
COM008257,Thank you for sharing this perspective with the community.,Clean,1,0,0,0,0,0.058,58,9,Blog,Gaming,Low,English
COM008258,I respectfully disagree but I understand your point.,Clean,1,0,0,0,0,0.143,52,8,Forum,Education,Medium,English
